✔,ID,Jeu,👤,🇬🇧 Name,Name (Romaji),elem ico,Élément,Nom (Kanji),🇬🇧 Nickname,🇫🇷 Nickname,Sexe,Role,Position,"2nde
pos",Pref,Style,Lvl,Rareté,Kick,Ctrl,Tech,Intl,Pres,Phys,Agil,Shoot,AT Focus,DF Focus,AT Duel,DF Duel,Wall,Keeper,Total,N Kick,N Ctrl,N Tech,N Intl,N Pres,N Phys,N Agil,N Shoot,N AT Focus,N DF Focus,N AT Duel,N DF Duel,N Wall,N Keeper,N Total,🇬🇧 Skill lvl 1,🇬🇧 Skill lvl 13,🇬🇧 Skill lvl 20,🇬🇧 Skill lvl 30,🇬🇧 Skill lvl 38,🇬🇧 Skill lvl 43,🇫🇷 Skill lvl 1,🇫🇷 Skill lvl 13,🇫🇷 Skill lvl 20,🇫🇷 Skill lvl 30,🇫🇷 Skill lvl 38,🇫🇷 Skill lvl 43,École/Club/Équipe,Description,Recrutement,tampon,url
FALSE,5275,VR,,Ripley Swaydon,Misen Mizuhira,,Vent,水平 美線,Swaydon,Swaydon,♂,,DF,FW,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Condor Dive,Snow Angel,,,,Feinte,Attaque du condor,Ange des neiges,,,,Surf Club,Got so mesmerized by natural wave forms he started drafting a full-blown thesis about them.,Story Mode Scout: School | Tuesday Evening | Waverush Bangle (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/w/z/wzqt4xpuqbs.png
FALSE,5276,VR,,Kyle Flaggard,Torio Hatafuri,,Feu,旗振 登里夫,Flaggard,Flaggard,♂,,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Lightning Bolt,Zigzag Flame,,,,Feinte,Sprint éclair,Zigzag de feu,,,,Surf Club,"Trains like a machine for beach flags glory, paddling nonstop to build championship arms.",Story Mode Scout: Park | Thursday After School | Savage Bracelet (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/n/b/nbhmvopuhye.png
FALSE,5277,VR,,Landric Delphin,Tobino Irishika,,Vent,入鹿 跳乃,Delphin,Delphin,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Shoulder Tackle,Aurora Dribble,Whirlpool,,,,Tacle à l'épaule,Dribble boréal,Tourbillon géant,,,,Surf Club,Plans to be a dolphin next life and uses surfing now as spiritual prep for the transformation.,Story Mode Scout: Coastal Road | Wednesday After School | Budding Bracelet (Special Training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/t/x/txeuklq2gns.png
FALSE,5278,VR,,Volbert Brackenbal,Shigenori Tamashio,,Vent,玉塩 重乗,Brackenbal,Brackenbal,♂,,GK,DF,,Bond,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Coil Turn,Negative Feedback,,,,Arrêt en puissance,Spirale de défense,Réception neutralisante,,,,Surf Club,"Rushes through surf practice just to make it to post-club beach volleyball, where the real fun starts.",Story Mode Scout: Rural Road | Wednesday After School | Ninja Shoes (Dowtown Kool Kit),,https://dxi4wb638ujep.cloudfront.net/1/k/i/z/izv1jammn-e.png
FALSE,5279,VR,,Niles Gawkerson,Ryoki Nagame,,Montagne,流目 良喜,Gawkerson,Gawkerson,♂,,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Monkey Turn,No Escape,,,,Vol enroulé,Pirouette du singe,Sans issue,,,,Surf Club,"Can't stay upright on a board yet, but loves watching the pros ride waves like it's magic.","Story Mode Scout: School Road | Tuesday Midday | Gratitude x3 (Blue cards) (Training, missions, Friendly games)",,https://dxi4wb638ujep.cloudfront.net/1/k/m/x/mx04tbffssk.png
FALSE,5280,VR,,Cecilia Alabaster,Maka Hashiro,,Feu,歯白 磨夏,Alabaster,Alabaster,♀,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Super Sumo Stomp,Power Spike,,,,Arrêt valeureux,Sumo-écrasement,Déchaînement de puissance,,,,Surf Club,Gave up chasing a tan and doubled down on dazzling teeth to shine her own way.,Story Mode Scout: School | Wednesday Evening | Ramen Shop Apron (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/9/z/9zfz-kj_bhm.png
FALSE,5281,VR,,Pinn Persica,Namihiko Asagake,,Feu,朝崖 波彦,Pinn,Pinn,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Lightning Bolt,Pincer Pinch,,,,Tirage rusé,Sprint éclair,Pinces coupantes,,,,Surf Club,"Watches the sunrise like a ritual, then ghosts the sun until tomorrow.",Story Mode Scout: Port | Wednesday Night | Geta Boots (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/d/2/d2mst5w30b8.png
FALSE,5282,VR,,Karina Rosenqueen,Ayame Kareina,,Forêt,華麗名 あやめ,Rosenqueen,Rosenqueen,♀,,GK,MF,,Tension,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Future Eye,Majin the Hand,,,,Arrêt valeureux,Digi-Scan,Main magique,,,,Karuta Club,A rising Karuta queen and proud half of the sparkling spectacle known as The Resplendent Duo.,Story Mode Scout: Station | Wednesday Evening | Cloudbound Charm (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/d/y/dyycvpp11de.png
FALSE,5283,VR,,Micco Chantelle,Mikohito Yomite,,Feu,読手 弥呼人,Chantelle,Chantelle,♂,,FW,DF,,Breach,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Low Drive,Fire Drill,RC Shot,,,,Tir au ras,Torpille de feu,Tir téléguidé,,,,Karuta Club,His flawless recital skills earn so many event invites he barely has time to breathe between verses.,Story Mode Scout: Rural Road | Thursday Morning | Seagull Charm (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/e/f/ef6ulblwg2u.png
FALSE,5284,VR,,Shena Ennigans,Kikuyo Shikishi,,Forêt,式司 菊夜,Ennigans,Ennigans,♀,,MF,DF,,Bond,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Heel Flick,Tesla Coil,Big Ball Trick,,,,Talonnette,Bobine électrique,Illusion du ballon géant,,,,Karuta Club,Slips her own poems into the official deck just to watch the club squirm and scramble.,Story Mode Scout: Station | Monday Evening | Hurricane Necklace (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/k/q/kqzh2c-4zwk.png
FALSE,5285,VR,,Alanna Ordelyne,Mizuka Kadomochi,,Vent,角持 瑞佳,Ordelyne,Ordelyne,♀,,MF,GK,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Flower Power,Easy Breezy Kid,,,,Feinte au travers,Trombe de pétales,Sauve-cabri,,,,Karuta Club,Can't focus if even one card's off-angle—she'll halt a match just to fix the layout.,Story Mode Scout: School Building | Tuesday Evening | Castella Pendant (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/v/c/vcoabjycelm.png
FALSE,5286,VR,,Patrice Kampanee,Momohito Okura,,Feu,大倉 桃仁,Kampanee,Kampanee,♂,,MF,FW,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Feint Dash,Grenade Shot,Foul Offence 3,,,,Accélération feintée,Tir grenade,Passage en force 3,,,,Karuta Club,Heir to a legendary card company and always sneaking prototypes into the club for feedback.,Story Mode Scout: School Building | Friday Midday | Shopping Sticker (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/x/j/xjvc16kubjm.png
FALSE,5287,VR,,Aubrey McCoy,Anzu Otohiki,,Feu,乙引 あんず,Aubrey,Aubrey,♀,,MF,DF,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Super Sumo Stomp,Heel Drop,,,,Feinte au travers,Sumo-écrasement,Talon infernal,,,,Karuta Club,Joined to get close to Fontaine's but is still too shy to offer him even a single homemade treat.,Story Mode Scout: Park | Wednesday Night | Pendant of Youth (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mle9yfsu2qk.png
FALSE,5288,VR,,Erina Haberdash,Kazura Yunagi,,Vent,夕凪 和羅,Erina,Erina,♀,,MF,DF,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Heel Flick,Blade Attack,Easy Breezy Kid,,,,Talonnette,Lame sismique,Sauve-cabri,,,,Karuta Club,Hooked on traditional wear and now rocks her sash in a style that breaks all the conventional styles.,Story Mode Scout: Coastal Road | Tuesday Morning | Undergear (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/g/k/gk9ilyzcdwu.png
FALSE,5289,VR,,Roxy Roarke,Kowane Suzuyure,,Vent,鈴揺 声音,Roarke,Roarke,♀,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Shoulder Tackle,Log Roll,Vac Attack,,,,Tacle à l'épaule,Tourbillon aquatique,Aspir-attaque,,,,Karuta Club,Her booming shouts as she plays a card send chills down her rivals' spines.,Story Mode Scout: Station | Monday After School | Hurricane Necklace (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/3/m/3mmpmn_mud8.png
FALSE,5290,VR,,Frey Granzburn,Koshin Murayasu,,Montagne,紫安 香真,Frey,Frey,♂,,DF,MF,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Bewildered,Okehazama Ravine,,,,Coupe courbée,Confusion,Ravin d'Okehazama,,,,Karuta Club,"Caused a full-blown fire drill by flooding the club with incense, and still swears it was calming.",Story Mode Scout: Port | Monday Night | Sanctum Bangle (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/d/m/dmzxxq8ej8u.png
FALSE,5291,VR,,Silky Fersken,Silk Kaguyama,,Feu,香具山 シルク,Silky,Silky,♀,,DF,MF,,Bond,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Meteor Shower,Racing Flame,,,,Feinte,Pluie de météores,Balayette enflammée,,,,Karuta Club,"Lives by ""skin care is life"" and won't wear anything but silk in matches to keep her glow untouched.",Story Mode Scout: Rooftop | Monday Evening | Princess Boots (Dowtown Kool Kit),,https://dxi4wb638ujep.cloudfront.net/1/k/y/o/yocq6va-kp8.png
FALSE,5292,VR,,Aura Tempesta,Fuka Amazato,,Feu,天里 風香,Aura,Aura,♀,,DF,MF,,Bond,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Heart Beat,Rolling Slide,,,,Feinte,Attaque ventriculaire,Tacle acrobate,,,,Karuta Club,"Her skills go wild when the wind howls—nobody knows why, but stormy days are her prime time.",Story Mode Scout: School Road | Wednesday Morning | Hurricane Necklace (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/c/m/cmzdgut3fjc.png
FALSE,5293,VR,,Teagan Leafhart,Tatsutada Ujino,,Forêt,宇治野 達忠,Leafhart,Leafhart,♂,,DF,FW,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Shoulder Tackle,Kung Fu Header,Spider Web,,,,Tacle à l'épaule,Tête kung-fu,Toile d'araignée,,,,Karuta Club,"Grows tea on campus with care and pride, then roasts a fresh batch to share the flavor of the season.",Story Mode Scout: School building | Monday Morning | Jungle Bangle (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/t/o/too8nr1noq0.png
FALSE,5294,VR,,Livia Marsquall,Wakana Mebuki,,Vent,芽吹 若菜,Marsquall,Marsquall,♀,,GK,MF,,Counter,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Whirlwind Twister,Storm Rider,,,,Poing puissant,Tourbillon,Tempête de sable,,,,Karuta Club,Her card slaps pack so much force they scatter the whole deck like confetti every time.,Story Mode Scout: School | Thursday Evening | Bloom Bracelet (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/n/h/nhlje2afdwe.png
FALSE,5295,VR,,Isanna Countenford,Shuka Maijima,,Montagne,枚島 秀歌,Countenford,Countenford,♀,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Bewildered,Bamboo Pattern,,,,Tirage rusé,Confusion,Danse du bambou,,,,Karuta Club,"No matter how careful she is, one card always vanishes, like it's playing a prank of its own.",Story Mode Scout: Rural Road | Thursday Morning | Peace Necklace (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/8/j/8j6ozjm_wds.png
FALSE,5296,VR,,Minerva Elderbright,Chiyomi Kosen,,Montagne,古仙 千世美,Elderbright,Elderbright,♀,,MF,FW,,Bond,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Tarzan Kick,Acrobatic Keep,,,,Enjambée trompeuse,Saut de Tarzan,Esquive acrobatique,,,,Karuta Club,"Talks like she's seen the soul of every poem, so people half-joke she's a reincarnated ancient sage.",Story Mode Scout: School Building | Wednesday Midday | Imperial Boots (Dowtown Kool Kit),,https://dxi4wb638ujep.cloudfront.net/1/k/-/o/-o90dq0t1fs.png
FALSE,5297,VR,,Faris Creed,Nobutaka Takeda,,Montagne,武田 信高,Faris,Faris,♂,,MF,DF,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Heel Flick,Jumbo Sandwich,Acrobatic Keep,,,,Talonnette,Assaut d'éléphants,Esquive acrobatique,,,,Go & Shogi Club,"Once known as the Tiger of South Cirrus in Go, he's now clawing his way up the shogi ranks—yet hopelessly bad at it.",Story Mode Scout: Station | Monday Night | Sleek Shoes (Dowtown Kool Kit),,https://dxi4wb638ujep.cloudfront.net/1/k/s/w/swp94wppyus.png
FALSE,5298,VR,,Sophia Goston,Sachiko Goishi,,Forêt,碁石 早知子,Goston,Goston,♀,,MF,FW,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Phantom Shot,Big Ball Trick,,,,Frappe poussiéreuse,Tir fantôme,Illusion du ballon géant,,,,Go & Shogi Club,"Obsessed with the perfect balance of Go stones, she plays like a machine built for cold, flawless logic.",Story Mode Scout: School | Tuesday Evening | Sports Socks (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/t/z/tz0svth2ses.png
FALSE,5299,VR,,Stellan Checkman,Rensei Tsumite,,Vent,詰手 連星,Checkman,Checkman,♂,,MF,DF,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Coil Turn,Aikido,,,,Feinte au travers,Spirale de défense,Danse charmante,,,,Go & Shogi Club,"Blazes through Go puzzles with ease, but when romance hits, his strategies leave him in checkmate.",Story Mode Scout: School | Monday After School | Lightning Charm (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/z/c/zcxz8wu-nkc.png
FALSE,5300,VR,,Ayla Bordaire,Aira Bannoue,,Forêt,盤乃上 アイラ,Ayla,Ayla,♀,,FW,MF,,Bond,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Low Drive,Illusory Ball,Acrobat Bomber,,,,Tir au ras,Ballon illusoire,Artilleur acrobatique,,,,Go & Shogi Club,"She's loved Go since the day she could stand, clutching her board like a lifeline through every stage of life.",Story Mode Scout: Rooftop | Tuesday Morning | Celestial Glasses (G-Mart Station),,https://dxi4wb638ujep.cloudfront.net/1/k/c/0/c0m4rpyekx0.png
FALSE,5301,VR,,Jerome Knight,Jiromaru Mikuriya,,Feu,御厨 二郎丸,Knight,Knight,♂,,MF,FW,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Bouncing Bomb,Swallow Counter,,,,Enjambée trompeuse,Flamme rebondissante,Tacle du héron,,,,Go & Shogi Club,Insists he's a Go master from another realm and says his eyepatch holds a demon eye he can't unleash.,Story Mode Scout: Park | Wednesday Night | Shroud Of Darkness (G-Mart Odaiba),,https://dxi4wb638ujep.cloudfront.net/1/k/a/v/avhk_wgopr0.png
FALSE,5302,VR,,Harris Gridley,Masakuni Kine,,Feu,棋根 将邦,Gridley,Gridley,♂,,MF,DF,,Counter,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Photon Crash,Dog Run,,,,Feinte au travers,Flash photonique,Ballon furtif,,,,Go & Shogi Club,"Loves shogi more than anyone, but his fierce scowl makes it look like he's challenging the board to a fight.",Story Mode Scout: Coastal Road | Thursday After School | Lightning Charm (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/x/9/x9qfspgsiic.png
FALSE,5303,VR,,Pierce Castleton,Kyoji Muguruma,,Montagne,六車 香二,Castleton,Castleton,♂,,FW,GK,,Counter,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Low Drive,Breath Taker,Slingshot,,,,Tir au ras,Torse d'acier,Lance-pierre,,,,Go & Shogi Club,Charges like a shogi lance and gets roped into every sport that needs a human battering ram.,Story Mode Scout: Rural Road | Wednesday Evening | Stalwart Boots (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/r/s/rszwb0zaxcs.png
FALSE,5304,VR,,Link Whitstone,Tsunagu Imori,,Vent,囲森 繋,Whitstone,Whitstone,♂,,DF,MF,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Easy Breezy,Whirlwind Force,,,,Vol enroulé,Dribble zéphyr,Tourbillon vivant,,,,Go & Shogi Club,"Plenty fall for his looks, but the only thing he's chasing is territory on a Go board.",Story Mode Scout: School | Wednesday Evening | Chainlink Bracelet (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/g/6/g6crslvg6xe.png
FALSE,5305,VR,,Whitney Blackrock,Kohaku Ishiguro,,Feu,石黒 恋白,Whitney,Whitney,♀,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Double Touch,Goopy Gloopy Goo,,,,Coupe courbée,Une-deux solitaire,Pâte gluante,,,,Go & Shogi Club,Sees the world in black and white and plays every game— romantic or otherwise—with full force.,Story Mode Scout: School Building | Wednesday After School | Challenger Boots (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uq9jdgwcdos.png
FALSE,5306,VR,,Vivienne Starling,Chise Amamoto,,Forêt,天元 千星,Starling,Starling,♀,,DF,MF,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Afterimage,Mystic Mist,,,,Tirage rusé,Holo-dribble,Brume épaisse,,,,Go & Shogi Club,"Craves the spotlight and dreams of stardom, declaring her love for Go like she's center stage.",Story Mode Scout: School Road | Friday After School | Arcade Boots (Dowtown Kool Kit),,https://dxi4wb638ujep.cloudfront.net/1/k/l/4/l4mow5w4w9e.png
FALSE,5307,VR,,Bartholomew Blitzer,Korotaro Daenmaru,,Montagne,楕円丸 転太郎,Blitzer,Blitzer,♂,,DF,GK,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Breath Taker,Circus Block,,,,Tirage rusé,Torse d'acier,Tacle périlleux,,,,Rugby Club,"Built to crush in a scrum but too kind to break anyone, he plays with pure passion and zero malice.","Story Mode Scout: Rural Road | Monday Evening | Zeal x3 (Red Card) (Training, missions, Friendly games)",,https://dxi4wb638ujep.cloudfront.net/1/k/m/f/mfkirl6htoc.png
FALSE,5308,VR,,Heathcliff Humbold,Dozo Jogamae,,Montagne,譲ヶ前 道造,Humbold,Humbold,♂,,MF,FW,,Bond,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Tarzan Kick,Mole Fake,,,,Enjambée trompeuse,Saut de Tarzan,Feinte de la taupe,,,,Rugby Club,"Too shy to say no and way too nice to compete, he's let more than one future star slip away.",Story Mode Scout: School Building | Monday Morning | Vanguard Boots (Dowtown Kool Kit),,https://dxi4wb638ujep.cloudfront.net/1/k/d/k/dkzjci3e71u.png
FALSE,5309,VR,,Tufton Frizzell,Meijiro Sukura,,Vent,巣倉 明次郎,Frizzell,Frizzell,♂,,MF,DF,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Land of Ice,Aikido,,,,Feinte au travers,Patinoire,Danse charmante,,,,Rugby Club,Worries more about his wild curls poking teammates than the actual impact of a scrum.,Story Mode Scout: Coastal Road | Wednesday After School | Shopkeeper's Shoes (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/j/l/jl68p_cmovk.png
FALSE,5310,VR,,Eldon Compayne,Engo Tonari,,Montagne,隣 援護,Eldon,Eldon,♂,,DF,GK,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Breath Taker,Iron Wall,,,,Coupe courbée,Torse d'acier,Mur de fer,,,,Rugby Club,"Has ideas of his own but keeps them quiet, always backing his warmhearted captain without question.",Story Mode Scout: Coastal Road | Friday After School | Pact Bracelet (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sjldiak2jmm.png
FALSE,5311,VR,,Lysander Trimore,Ganji Motsuto,,Montagne,茂津登 頑次,Trimore,Trimore,♂,,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Shoulder Tackle,Boomerang Bluff,Okehazama Ravine,,,,Tacle à l'épaule,Feinte du boomerang,Ravin d'Okehazama,,,,Rugby Club,"Loves how chill the rugby team is, but secretly wishes their scrums didn't feel like polite negotiations.",Story Mode Scout: Street | Wednesday Evening | Savage Bracelet (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/q/c/qcmbmz2amgm.png
FALSE,5312,VR,,Hapleigh Mistakian,Motoya Erisuga,,Feu,襟菅 基也,Mistakian,Mistakian,♂,,MF,FW,,Bond,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Grenade Shot,Ball Lightning,,,,Enjambée trompeuse,Tir grenade,Sphère lumineuse,,,,Rugby Club,"Thought he signed up for football, but one bruising tackle later, he fell hard for rugby instead.",Story Mode Scout: Park | Friday Evening | Stalwart Boots (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/h/q/hq9ghmqgltk.png
FALSE,5313,VR,,Seph T. Forst,Daiichi Anzen,,Montagne,安全 大壱,Forst,Forst,♂,,MF,FW,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Tarzan Kick,Dance on Air,,,,Enjambée trompeuse,Saut de Tarzan,Danse de l'air,,,,Rugby Club,"His team takes a beating every game, but he keeps spirits high with chants of ""Never give up!""",Story Mode Scout: Hospital | Friday Evening | Training Tire Pendant (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/b/f/bfevy7lo-zu.png
FALSE,5314,VR,,Cuthbert Obelidge,Ryugi Ongaeshi,,Montagne,恩返志 龍義,Obelidge,Obelidge,♂,,FW,MF,,Breach,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Low Drive,Monkey Turn,Jumping Jack ,,,,Tir au ras,Pirouette du singe,Attaque ressort,,,,Rugby Club,"Joined to repay the captain for saving him from bullies, and now calls himself his number one disciple.",Story Mode Scout: Rural Road | Thursday After School | Tattoo Sticker (Dowtown G-Mart),,https://dxi4wb638ujep.cloudfront.net/1/k/w/t/wtv0fedsta8.png
FALSE,5315,VR,,Bernadine Banquet,Akina Furumai,,Montagne,振舞 明菜,Banquet,Banquet,♀,,FW,DF,,Rough,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Low Drive,Earthquake,Slingshot,,,,Tir au ras,Séisme,Lance-pierre,,,,Rugby Club,Daughter of rice farmers who fuels the team with salted rice balls and a care as warm as fresh-cooked rice.,Story Mode Scout: School Building | Friday Morning | Rice Ball Accesory (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/e/h/ehqsujaw0_u.png
FALSE,5316,VR,,Isolde Bourgeon,Tsubomi Owano,,Feu,大輪乃 つぼみ,Isolde,Isolde,♀,,GK,DF,,Counter,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Flame Dance,Flame Breath,,,,Poing puissant,Danse ardente,Cracheur de feu,,,,Rugby Club,"Rough but promising, she trains daily to unlock her hidden talent and own the pitch.",Story Mode Scout: Port | Thursday After School | Challenger Boots (Special training Booth),,https://dxi4wb638ujep.cloudfront.net/1/k/1/v/1vhnd2mkzm8.png
